group_name,first_sighted,last_sighted,group_slug,n_members
Prisma Health YMCA Yoga,2021-01-17,2021-01-17,291165094893661,109.0
Prostate Health Podcast,2020-12-27,2020-12-27,prostatehealthpodcast,616.0
Protect Boise Schools from Covid-19,2020-12-30,2021-01-19,protectboiseschools,451.0
"Psychedelics, Sacred Medicines, Purpose & Business",2021-03-16,2021-03-16,PsychedelicsandSacredMedicines,2800.0
Public Health Rock Stars,2020-12-03,2020-12-03,612108082675731,3300.0
Pulse voices from the heart of medicine,2021-01-30,2021-01-31,127070992577,250.0
"Pumphead (Post Perfusion Syndrome) Experiences, Strengths & Hopes",2021-03-23,2021-03-23,pumphead,1400.0
Pursuit to a Healthier You,2021-04-27,2021-04-30,513128682876471,2600.0
Quotes and Poems for mental health sufferers,2021-02-02,2021-02-03,490241037984598,9800.0
RACC Medical Pics,2020-12-11,2020-12-18,2118078718518583,2800.0
RAW FED HEALTHY CAVS,2021-04-16,2021-04-30,505458656277685,8800.0
RECOVERY,2021-03-26,2021-03-26,1398388433727259,712.0
REMEDIOS CASEROS Y MEDICINALES,2021-03-07,2021-03-07,UnmundodeRemediosCaserosyNatural,1000000.0
REMEDIOS CASEROS Y MEDICINALES ✅,2021-03-07,2021-03-07,278441370254321,34000.0
REMEDIOS CASEROS Y MEDICINAS NATURALES ✅,2021-01-02,2021-03-07,274270179919554,795000.0
REMEDIOS CASEROS Y PLANTA MEDICINALES,2021-01-02,2021-03-07,519920695623091,479000.0
RGV MUD AND SAND RECOVERY,2021-01-30,2021-04-30,491330404336618,38000.0
"RNS/DBS/VNS, Surgery & Medical Management of Epilepsy",2021-03-23,2021-03-23,2604164746541611,56.0
RUSVM One Health Club,2021-03-17,2021-03-17,114619638743024,252.0
RVA Businesses Following/Not Following Covid-19 Regulations,2021-01-07,2021-01-07,269427627708342,766.0
RVA COVID-19 Mutual Aid + Community Care,2020-12-11,2020-12-11,rvamutualaid,1300.0
Raccoon Health,2021-03-23,2021-03-28,558593777651428,
Raccoon Illness Discussion Support Group,2021-04-23,2021-04-23,1276240152507203,678.0
Randy’s Recovery,2021-04-25,2021-04-26,237098581392225,295.0
Rawesomely Health Truths,2021-04-30,2021-04-30,1187322741700585,98.0
Raynaud's Disease,2021-01-08,2021-01-08,RaynaudsPhenomenon,17000.0
Raynaud's Syndrome...,2021-03-26,2021-03-26,2231707664,9400.0
Real Estate in the time of Coronavirus--A Peer Support Group,2021-02-28,2021-03-09,realestateinthetimeofcoronavirus,
Real Life And Recovery!!,2021-04-10,2021-04-19,2171241682942673,2500.0
Rebounding for Health and Fitness,2020-12-13,2021-04-28,reboundingforhealth,4300.0
Rebuilding Hope: Camp Fire Recovery Resources,2021-03-27,2021-04-17,rebuildinghope2018campfire,3700.0
Recipe Sharing During COVID-19,2021-03-17,2021-03-19,678611016241519,879.0
Recovery & Employment,2021-03-26,2021-04-02,242057380645306,277.0
Recovery 2.0 Global Community,2021-02-05,2021-04-26,Recovery2point0,19000.0
Recovery Affirmations ✪,2021-03-25,2021-04-19,176887707564229,756.0
Recovery Buddha - Women's Only Recovery Group,2021-01-02,2021-04-25,RecoveryBuddhas,6800.0
Recovery City,2021-04-29,2021-04-30,139896596656376,32000.0
Recovery Community,2021-03-24,2021-03-24,672186422939692,316.0
Recovery Creative Design Jewelry,2021-01-22,2021-04-25,630081777769619,498.0
Recovery Dharma,2021-02-10,2021-03-26,recovery.dharma,7600.0
Recovery Dharma (Mid-Atlantic),2021-03-18,2021-03-18,1763958060568083,
Recovery Dharma BIPOC,2020-12-19,2020-12-19,recoverydharmaBIPOC,
Recovery Dharma Online - Walking The Path - Daily Dharma Practice,2020-12-26,2020-12-29,recovery.dharma.online.walking.the.path,
Recovery Dharma Online Meetings,2020-12-21,2021-04-20,194931134377462,5100.0
Recovery From Addiction & Alcoholism,2021-03-07,2021-03-08,recoveryfromdrugsandalcohol,20000.0
Recovery Funds - Official 🇿🇦,2021-04-19,2021-04-19,357128708895989,3400.0
Recovery Humor,2020-12-31,2020-12-31,recoveryhumor,86000.0
Recovery Jobs and Recovery Resources South Florida,2021-03-23,2021-04-30,202765303554040,9700.0
Recovery Mission Randy Leach,2021-03-14,2021-03-17,229958902081885,239.0
Recovery Quotes-Daily Affirmations -Recovery Quotes,2020-12-05,2021-02-19,liveuseful,59000.0
Recovery Speakers: A Study of AA History,2021-01-16,2021-03-10,2778385402229190,8700.0
Recovery Wagon,2021-03-26,2021-04-19,223686302753343,1000.0
Recovery Warrior's Around The World..,2021-04-04,2021-04-08,recoverywarriorsaroundtheworld,2300.0
Recovery is the New Black,2020-12-28,2021-04-27,128863161079299,6000.0
Recovery of the SS Governor,2021-04-22,2021-04-22,686347812120756,14.0
"Refugees, Recovery & A Center",2021-01-06,2021-03-09,refugeesrecoveryfarmhouse,
Regenerative Farmers Who Know the Value of Healthy Soil,2021-03-20,2021-04-15,farmingsecretsnetwork,3700.0
Rejuvica Health,2021-02-11,2021-02-12,rejuvica,3400.0
Relating in Recovery,2021-04-04,2021-04-11,2549936675027747,2600.0
Religion is a disease,2021-03-22,2021-03-22,348166626299020,48.0
Religious Trauma Recovery,2021-03-20,2021-03-26,RTRecovery,1100.0
Remedios Caseros y Medicina Natural,2021-03-23,2021-03-23,120760151734012,1000000.0
Restless Legs Syndrome,2021-02-05,2021-02-19,restlesslegsS,22000.0
Restore Liability For The Vaccine Makers,2020-12-17,2020-12-17,restoreliability,10000.0
Revival Tabernacle Celebrate Recovery,2021-04-18,2021-04-19,503775154358945,65.0
"Rheumatoid Disease (RD) - Laughing, Living, Loving, and Learning",2021-03-14,2021-03-14,255738417785996,26000.0
Riana VIP Healthy Living Group,2021-03-22,2021-03-23,268414517516470,83.0
Rikki’s Healthy Meals,2021-03-28,2021-04-19,256905785960192,512.0
Rita's covid-19 family meal,2021-04-26,2021-04-26,3188911717837913,621.0
Rochester Minnesota Health And Fitness Group,2021-03-31,2021-04-03,CFPFitnessHealth,1000.0
Rooted Parent Movement: Nourish Your Mental & Physical Health and Wellness,2021-03-30,2021-04-21,588660221803609,74.0
Rotator cuff and related shoulder injury and surgery,2021-01-30,2021-02-20,57303947541,6500.0
Royal Army Medical Corps / QARANC,2021-04-27,2021-04-27,284499127418,1300.0
"Royal Oak Health, Wellness & Beauty",2021-03-26,2021-03-29,royaloakhealth,152.0
Running Injury Support Group,2021-02-05,2021-02-05,runninginjurysupportgroup,3900.0
Russell's recovery get well page,2020-12-02,2020-12-11,824376591091500,
S.C.A.R.S. - Skin Cancer Assistance for Reconstructive Surgery,2021-01-21,2021-02-03,158533734221128,290.0
SAFE & HEALTHY HAIGHT,2020-12-28,2021-01-08,safeandhealthyhaight,545.0
SATX Food and Bev Owners COVID19 Group,2021-03-22,2021-03-22,145990553441115,
SBA Disaster Recovery Loans Timeline,2021-03-17,2021-03-17,536033634014504,
SELF 2014 Healthy Beauty Award Testers,2020-12-09,2020-12-09,626461600745038,
SIT: Health and Community Track 2 Spring 2013,2021-03-22,2021-03-22,442165302510563,
SMART Recovery Tools & Philosophy,2021-01-31,2021-01-31,smartrecoverytoolsandphilosophy,1600.0
SNAP Benefits in a Pandemic: Community Questions and Answers,2020-12-18,2021-01-11,OurSnapStories,7800.0
SOBRIETY AND BEYOND / RECOVERY QUOTES,2021-01-17,2021-01-17,399334673555499,22000.0
SUBTLE ASIAN HEALTH,2021-01-20,2021-01-20,853597628453316,248.0
Sadie's Spinal Fusion Surgery,2021-04-18,2021-04-19,friendsofsadie,586.0
Safeguarding Futures Health & Social Care Support,2021-03-23,2021-03-23,660675124407882,3300.0
Saluki Health & Genetics,2021-03-05,2021-03-05,SalukiHealthGenetics,1700.0
Sandige Health & Wellness,2021-04-08,2021-04-08,148194117164548,29.0
Saving Money and feeding your Family with healthy Food,2021-03-29,2021-03-29,482198138996034,681.0
Schizoaffective Disorder & Mental Health Support,2021-03-03,2021-03-26,1544865272418437,13000.0
"School of Aerospace Medicine Brooks AFB, Texas",2021-01-09,2021-01-09,166281046717,718.0
Scientific and Medical Network: Cosmos and Consciousness,2021-03-19,2021-04-07,274408531587,2400.0
Scioto Valley Cunning and Medicine Folk,2020-12-15,2020-12-15,223554355051562,78.0
Seattle Help for Parents & Caregivers During Covid-19 Outbreak,2020-12-04,2020-12-16,2638451076392372,3800.0
Secular Buddhist Recovery,2021-01-05,2021-04-30,436021224011284,873.0
Seek Purpose in Recovery,2021-04-14,2021-04-14,seekpurposenow,1000.0
Senior Pomeranians - Health and Behaviour Changes,2020-12-15,2021-04-24,541654482549913,13000.0
Set Apart Health Gardening Group,2021-03-18,2021-03-18,685439405563021,507.0
"Shar Pei Health, Nutrition and Behavior",2020-12-27,2021-04-30,SharPeiHealthNutritionBehavior,15000.0
SharPei Health Central,2021-03-31,2021-04-26,149606605248556,7100.0
SharPei Health Central - CRF group,2021-04-17,2021-04-19,388198032182918,58.0
Shared Medical Systems Alumni,2021-04-11,2021-04-12,121441981201059,803.0
Sharpei Advice & Health Group,2021-02-09,2021-04-29,204448259571617,6100.0
Shawnee Heights Parents/Staff COVID Survival Guide,2020-12-10,2020-12-16,shawneeheightscovidsurvivalguide,284.0
Sheila's Healthier Recipes,2020-12-03,2021-04-14,446281869309112,109.0
Shih Tzu Health Forum,2021-01-23,2021-04-21,927785520658466,6200.0
Shikoku Health and Genetics,2021-01-30,2021-03-21,Shikoku.Ken.Genetics,303.0
Short Gut Syndrome Families' Support Group,2021-03-12,2021-03-12,shortgutsupport,4200.0
Shoulder Replacement Surgery Group,2021-02-28,2021-02-28,1854601191492665,1700.0
Shoulder Surgery Support Group (Rotator Cuff Tears & arthritis),2021-01-30,2021-02-04,1622762161349715,6100.0
Sickle Cell Anemia Disease,2021-02-26,2021-02-26,2204960949,22000.0
Simple Healthy lifestyle!! 💪🏼💥👍🏼,2021-03-21,2021-03-23,3097240640349801,1900.0
"Simple Joys ~ A wellness, health, and all things joyful group",2021-04-17,2021-04-17,183978993204214,119.0
"Simple, Clean & Healthy Living 🌿",2021-02-13,2021-02-13,simplecleanhealthy,398.0
Simpson & Son Traveling Medicine Show,2021-03-21,2021-03-22,snstms,11000.0
Simpsons Mental Health Posting,2021-04-30,2021-04-30,867927423752626,704.0
"Single Moms Health, Wealth & Freedom",2021-03-17,2021-04-27,singlemomshwf,1300.0
"Sisterlocks, Health, And Fitness",2021-04-02,2021-04-05,861596360855459,3100.0
Sisters Healthy Lifestyles. ,2021-01-19,2021-05-01,1187576918021403,873.0
Sisters going through heartbreak/illness/difficulties,2021-03-16,2021-03-23,440433366844955,3600.0
Six-Figure Medicare Agent,2021-04-10,2021-04-30,551409828919739,2200.0
Sjogren's Auto-immune Disease,2021-03-22,2021-03-23,1454666274789894,
"Sjogren's Disease Community - A Positive Focused,  Drama Free Zone",2020-12-09,2020-12-11,921612811262168,5800.0
Sjogrens Syndrome,2020-12-05,2021-03-10,244808742554096,3600.0
Sjogrens Syndrome Support Group,2021-02-11,2021-03-15,476448932387693,26000.0
Sketches in Stillness Group,2020-12-08,2021-04-24,118412365553327,8200.0
Skip doesn't hide his health issues from you,2021-03-25,2021-03-25,546102235437004,34.0
Slow Medicine,2021-01-03,2021-02-24,108731512508516,6300.0
"Smear, colposcopy result support & woman Health",2021-02-07,2021-02-07,402169093186804,2700.0
"Smooth Collies: Fun, Info, History, Health.",2021-03-23,2021-04-29,2051042371780825,2100.0
So...Are we still COVIDing?,2021-01-11,2021-01-11,SoAreWeStill,5100.0
Sober Family 🖤 (Recovery Support Group),2020-12-29,2020-12-29,590419551350017,969.0
Sober Sisters 💕🌻🖤 (Recovery Support Group),2021-01-14,2021-03-08,1465040293589777,20000.0
SoberTribeVibes “Inspiration Through The Storm” Recovery and Support Group,2021-02-27,2021-04-27,195757694862817,21000.0
"Soil Health With Minerals, Microbes, Fungi, Fertilizers, Inoculants & Bugs",2021-03-26,2021-03-28,168472727195729,7900.0
Soul Group-SPIRITUAL!!(Recovery),2020-12-08,2020-12-08,159244717549309,473.0
South Africans Flying During Covid,2021-03-25,2021-03-25,456177255393033,3000.0
South Carolinians Reducing the Spread & Impact of COVID-19,2020-12-16,2020-12-24,505418343474460,31000.0
South Texas Alternative Health and Fitness,2021-04-02,2021-04-03,1561053307418041,
Spanish Medical Aid Research group 1936 To 1939.,2020-12-10,2020-12-11,964363943608116,559.0
Special Miracles - Down Syndrome Group,2021-03-10,2021-03-12,471447572911777,16000.0
Special Olympics' Health Messengers (Athlete Leaders in Health),2021-03-28,2021-03-28,soathleteleadersinhealth,327.0
Sphynx Health,2021-04-07,2021-04-19,sphynxhealth,3700.0
Sphynx Health and Wellness,2021-02-24,2021-04-30,2845628765682251,1300.0
Spinal Cord Injury USA Group,2021-02-19,2021-02-20,2014869075503756,9300.0
Spinone Health,2021-03-24,2021-03-25,spinonehealth,2200.0
Spiritual blessings for weight loss and healthy living,2021-04-26,2021-04-26,544890565665720,562.0
Spirituality in Recovery,2021-01-23,2021-01-23,349070593088169,39.0
Sports&Healthy,2020-12-23,2020-12-23,270726734128471,765.0
Spring into a Healthier You!,2021-02-06,2021-02-06,144925183587956,33.0
Sprout -the club for Health conscious Jewish  singles,2021-03-26,2021-03-26,sproutjewishsingles,2000.0
St Marys Ladies Health/Fitness Group,2020-12-08,2020-12-09,392145310911402,77.0
St. Louis COVID-19 Social Resource Group,2020-12-10,2020-12-13,252471162439455,6700.0
Stacy's Pandemic Meal Planning,2021-04-08,2021-04-08,669399350476519,
Stand Up for Truth on Covid in DKCO,2020-12-11,2020-12-19,1642003925982131,963.0
Stand Up to COVID 19 - Support Local Tulsa Business,2020-12-03,2020-12-11,200597954582833,37000.0
Stats Medic Teacher Community,2021-03-29,2021-04-03,2110220989287371,2700.0
Stay Healthy Stay Active with Chelsea & Jake,2021-04-13,2021-04-15,2508380995943214,74.0
Staying Fit & Healthy,2021-03-23,2021-04-30,235691271231063,95.0
Staying Fit & Healthy with Kathy,2021-03-26,2021-04-30,689817074976426,51.0
Step into Recovery,2020-12-29,2021-01-16,335361550699724,13000.0
Steps To Good Health,2020-12-05,2020-12-14,STGH1,20000.0
Stillness Alive art gallery,2021-04-07,2021-04-29,701604104004941,256.0
Stolen & Recovery Of Kc,2021-03-19,2021-03-19,223566891320748,7400.0
Street Health Outreach,2021-03-28,2021-03-28,streethealthoutreach,351.0
StressGods Medical Center,2021-03-19,2021-03-19,199370274522825,4300.0
Stroke Recovery Support Group,2021-01-17,2021-01-17,1989966117920808,5400.0
Subtle Asian Men's Health,2021-04-02,2021-04-02,SubtleAsianMingling30,915.0
Subtle Medicine Traits,2020-12-22,2021-01-10,540752019680172,48000.0
Sunny Health Row N Ride group!,2021-03-19,2021-04-21,1638876562919942,1200.0
Sunnyvale Take-Out and Delivery Options Amid COVID-19,2020-12-25,2020-12-25,574818759790257,209.0
Superfoods and Healthy Lifestyle,2021-01-27,2021-01-28,561822380863691,52000.0
Support Children With Tourette's Syndrome : Parent Forum,2021-03-08,2021-03-08,22358191320,8500.0
Support for Lives Lost and those Affected By COVID-19,2021-01-12,2021-01-12,599952197397748,20000.0
Support group for JWs with Overwhelming Health/Mental Issues!,2021-03-19,2021-03-19,2162885960611398,219.0
"Supporting depression, anxiety & all mental health",2021-03-13,2021-03-24,1125964371169065,193.0
Survivors of Covid 19 support group,2021-01-15,2021-01-15,152944752923102,1400.0
Sweetwater #Local Business COVID-19 Resources,2021-01-22,2021-01-22,223133192293130,412.0
TEAM TRAINING Performance Health & Fitness,2021-04-20,2021-04-20,1436433483139578,56.0
THE HEALTH CORNER (Organics & DIY),2021-03-23,2021-03-23,3258412637526269,4900.0
THE HEALTHY CAVALIER KING CHARLES SPANIEL,2021-02-13,2021-05-01,1567669240154735,38000.0
THE RECOVERY PROCESS,2020-12-13,2020-12-23,878906298860271,6300.0
THRIVE Health Academy,2021-01-08,2021-01-08,thrivehealthacademy,1300.0
TLC - Journey to Better Health with LuminateHW,2021-03-31,2021-04-02,luminateHW,93.0
TMS - The Mindbody Syndrome,2021-02-24,2021-02-24,1226701704010233,3100.0
"TPLO, CBLO, MMP, TTA, Lateral Suture: CCL Surgery & Recovery",2021-03-17,2021-05-01,RunAgainRover,2500.0
Tai Chi For Health,2021-03-17,2021-03-27,1177034009006224,13000.0
Talk Healthy to Me,2021-04-30,2021-04-30,talkhealthy2me,518.0
Talking mental health,2021-01-25,2021-01-25,796651020716920,
Tamarie's Happy & Healthy New Year Pampered Chef Party,2021-02-19,2021-02-21,tamariesnewyearpcparty,70.0
Tammy's Healthy in a Hurry Pampered Chef Party,2021-04-26,2021-04-26,450139856321881,33.0
Team Make A Healthy Change,2021-03-20,2021-03-21,516633172483335,11.0
Telemed Talk — Telemed Advances for Individuals & Health Care Communities,2020-12-01,2020-12-01,2037086933227672,
Texas Coronavirus,2020-12-05,2020-12-05,686948408509375,13000.0
Texas Frontline Healthcare Task Force COVID-19 Informal Informational Group,2020-12-30,2020-12-31,2934780983280961,21000.0
Thankful for Green Cleaning: Kayla’s Healthy Home Event,2020-12-15,2020-12-16,381255559653758,22.0
The 5-Day Healthy Living Kickstart Challenge by Anyman Fitness,2020-12-04,2021-04-29,829991687193593,5300.0
The ART of Health RESTORATION,2021-03-23,2021-04-21,fuelforthebody,497.0
The Andy Daly Perfectly Healthy Fixation Think Tank,2021-03-18,2021-04-21,407182716114231,911.0
"The Art of Healthy, Authentic Marriages",2020-12-26,2021-03-30,healthyauthenticmarriages,2900.0
The Bulletproof Coach: Annihilating Imposter Syndrome,2021-04-14,2021-04-14,annihilateimpostersyndrome,539.0
The Covid Conspiracy,2021-03-23,2021-03-23,215098239821683,
The Covid-19 Vaccination Debate (3.0) #covidvax,2021-03-14,2021-03-14,766839170605132,7200.0
The FLUTD and PU Surgery Group,2021-02-03,2021-04-30,theflutdgroup,713.0
The Fighting Fit Healthy Lifestyle Club,2021-03-28,2021-03-30,FightingFitHealthyLifestyleClub,1500.0
"The Healer's Haven: A Place to H.E.A.L. (Healthy, Empowered, Abundant Life)",2021-03-23,2021-03-29,ahealershaven,477.0
The Health & Wealth Community,2021-03-29,2021-04-06,healthwealthbp,1400.0
The Health & Wealth Transformation Tribe,2021-03-17,2021-04-09,healthandwealth2020,63.0
The Health Inside You,2021-03-22,2021-03-22,169724997766106,
"The Health, Safety & Sustainability Mastermind",2020-12-09,2020-12-09,healthsafetysustainabilitymastermind,52.0
The Healthy Artist,2021-04-02,2021-04-07,thehealthyartist,129.0
The Healthy Life Community,2021-03-26,2021-04-03,2014906188588148,158.0
The Helpers- Jersey Shore Covid19 response,2021-04-28,2021-04-28,135914561187243,1100.0
The Kindness Pandemic,2021-02-08,2021-02-08,515507852491119,559000.0
The Lighter Side of Recovery,2021-04-11,2021-04-13,2628699444041092,460.0
The N.A. Womens group of recovery,2021-01-18,2021-02-24,732008690155791,6300.0
The Natural Nurse: Healthy Living with Natures Medicine and Essential Oils,2021-01-08,2021-01-08,361655891073663,
The Official Diata Health Group,2021-04-08,2021-04-16,diatahealth,88.0
The Official Vinegar Syndrome Fan Group,2021-01-02,2021-04-30,318265981692684,4500.0
The Official Vinegar Syndrome Fan Group,2021-01-28,2021-02-02,620955825209821,
The Original Recovery and Sobriety,2021-03-26,2021-03-26,RECOVERYANDSOBRIETY,28000.0
The Recovery Atheist,2021-03-16,2021-03-25,232931461269213,233.0
The Recovery Friends Network,2021-03-22,2021-03-22,2288128434839196,42.0
The Recovery Movement,2021-04-02,2021-04-27,569181743429901,3700.0
The Rowdy Rum: Taking On the Most Controversial Issues in Recovery,2021-01-23,2021-01-23,therowdyrum,10000.0
The Seattle Syndrome,2020-12-11,2021-04-08,SeattleSyndrome,1900.0
The Starch Solution - Getting Healthy With Stasia,2021-02-03,2021-02-10,1690621611101863,1600.0
The Surgery Room,2021-02-22,2021-02-22,610416486534971,16000.0
The Tribe (Nahko and Medicine for the People fan group),2021-01-21,2021-01-24,mftptribe,15000.0
The Upside of Down Syndrome,2021-03-17,2021-03-22,409883169882921,
The World of Pandemic and Zompoc,2020-11-23,2020-11-30,1874903476097157,681.0
The medicinal portal of love 🙏 ❤🌿🌸,2021-04-02,2021-04-02,1100323697095244,211.0
There's an Oil for That: Healthy Living with Essential Oils,2021-03-21,2021-03-29,eo101,
Tibetan Terrier Grooming & Health Workshop,2021-03-22,2021-04-18,763804687037083,3400.0
Tips transformations and inspiration for better health wealth and life <3,2021-01-08,2021-01-08,652583774883973,42000.0
Top Surgery Support (removal/reduction),2020-12-19,2021-01-13,topsurgerysupport,22000.0
Towing and recovery equipment for sale or trade.,2020-12-03,2020-12-28,151121782176122,24000.0
Traci’s Health is Wealth pop up event,2021-04-14,2021-04-14,4395509110476610,28.0
Transform Autoimmune Disease Naturally,2020-12-11,2020-12-11,transformautoimmune,35000.0
Traumatic Brain Injury Healing & Recovery Support Group,2021-02-10,2021-02-11,186712754690242,15000.0
Traumatic Brain Injury Healthy  Alternatives,2021-01-12,2021-02-08,418909271603041,13000.0
Traumatic or Acquired Brain Injury Support Group,2021-02-08,2021-03-17,6367734334,15000.0
Travel Allied Health Job Board,2021-03-18,2021-03-23,alliedhealthjobboard,4600.0
Traveler Talk | Healthcare Traveler Housing Resources,2021-03-30,2021-03-30,TravelerTalkHousing,2600.0
Travis County COVID-19 Resource Group,2021-01-07,2021-01-14,247731656256642,3400.0
Treasure Valley COVID Safe Businesses,2020-11-27,2020-12-08,940689873075840,605.0
Triangle Beagle Rescue's Beagle Recovery And Trapping Team (BRATT),2021-04-14,2021-04-30,191500125524250,144.0
Tribe Complete Health and Wellness Group (FREE),2021-04-28,2021-04-29,tribelocal,139.0
Tricia's Simple & Healthy Homes Community,2020-11-30,2020-12-15,triciassimplehealthyhomescommunity,56.0
Trim Healthy Mama,2021-02-06,2021-03-23,trimhealthymamas,243000.0
TrollNurse - Medical Humor (Group),2021-03-11,2021-04-20,2717144511843684,847.0
Truckers Mental Health Support-Truckers Safety Info,2021-03-24,2021-04-02,4498041683599748,187.0
Trucking on to a healthier self,2021-03-13,2021-04-19,2698162853845643,
Tufts University School of Dental Medicine Class of 2025,2021-03-05,2021-03-05,2502766500017050,148.0
Turlock supplies during Covid,2020-12-11,2021-01-11,674547809910427,71.0
Twisted Recovery Humor,2020-12-03,2021-03-06,905358773001799,41000.0
"UC Riverside School of Medicine, Class of 2025",2021-04-02,2021-04-03,ucrsom2025,85.0
ULTIMATE ONLINE NOVA SCOTIA KITCHEN PARTY(COVID19 EDITION),2020-12-02,2020-12-02,2551910281742126,274000.0
UPMC Shadyside Family Medicine Residency,2021-01-30,2021-01-31,UPMCShadysideFMR,159.0
UT Health Roommates / Housing Finder (San Antonio),2021-04-24,2021-04-25,275833972993673,272.0
UTSW Medical Center Grad Market,2021-04-06,2021-04-06,utswmarket,2600.0
UU Religious Professional Response COVID-19,2020-12-05,2021-01-06,2622492134649763,1600.0
Ultrarunners in Recovery,2021-04-03,2021-04-24,576347085825412,936.0
Understanding Ohio COVID-19 Data,2020-11-28,2021-01-10,2004745289655353,6500.0
Unhealthily addicted to the West Wing (and to Josh and Donna),2021-03-22,2021-03-22,119668758613,
Universally Fit Health Community 🌎❤ -,2021-04-14,2021-04-26,716074715697402,1200.0
Unofficial Stealth and Health Support Group,2020-12-26,2021-04-06,2747142752219560,241.0
Unofficial Tribal Journey to (UNKNOW DUE TO COVID),2021-02-07,2021-03-14,1170564559672281,5800.0
Upminster Recovery,2020-12-09,2021-04-30,632025513477026,1300.0
Using Glucose to Inform Your Fasting and Improve Your Health,2021-02-27,2021-03-10,950033645520781,988.0
VACCINES: LEARN THE RISKS,2020-12-29,2021-01-14,2960240370882973,117.0
VIPs of Healthy Homes & Families,2020-12-30,2021-01-02,vipshealthyhomesfams,24.0
Vaccine Class Action Complaint,2020-12-17,2020-12-17,834880043345099,3400.0
Vanderbilt Health Weight Loss Group,2021-02-21,2021-02-26,VanderbiltSurgicalWeightLoss,3100.0
Vanishing Twin Syndrome - surviving twins,2021-03-23,2021-03-24,33907319321,1300.0
VaushPosting The Recovery Group,2021-04-04,2021-04-09,746783879370657,487.0
Vegan Meals  - Affordable Healthy Basic,2021-03-18,2021-04-19,140758539639844,35000.0
Vegas Healthcare Nurses,2020-12-10,2020-12-10,VegasNurses,3600.0
Vegetarian/Pescetarian Health & Fitness,2021-02-06,2021-02-06,667513293623176,12000.0
Vet PTSD/Recovery Group,2021-03-07,2021-03-08,2513318258912666,1000.0
"Veterans,1st Responders,Mental Health Awareness & Assistance",2021-01-03,2021-01-05,2444273029221164,1000.0
Victory in Recovery,2021-01-21,2021-04-07,1427045007309139,340.0
Vinegar Syndrome - Vinegar Synonymous,2021-04-08,2021-04-08,vinsynonymous,448.0
Vinegar Syndrome Collectors,2020-12-01,2021-04-30,VSCollectors,6100.0
Vinegar Syndrome Collectors & Addicts,2021-03-17,2021-04-30,vinegarsyndromecollectors,126.0
Virtual Things to Do During the Time of Coronavirus,2021-01-17,2021-01-17,941130559635139,421.0
Visionary Mental Health,2021-01-05,2021-02-01,the.shamanic.view.of.mental.illness,80000.0
Vive Plastic Surgery Dolls,2021-02-20,2021-02-20,2806579139401037,6500.0
Vizsla Health information,2021-03-19,2021-03-19,1399184103676896,5200.0
Vizsla Health uk,2021-04-22,2021-04-22,1280030798790556,4700.0
Voices To End Addiction & Inspire Recovery,2021-01-18,2021-01-18,thevoicesproject,14000.0
Volleyball Coaches Corner-Injury Prevention & Return to Play,2021-04-15,2021-04-29,vballcoachescorner,81.0
Volunteer Services - UnityPoint Health Des Moines,2021-04-16,2021-04-21,1293346034208142,203.0
WESTIES HEALTH --  FROM EARS TO TAIL,2021-01-30,2021-03-27,301577663718,11000.0
WFPB Family Healthy Food and Daily Inspirations,2021-01-12,2021-01-12,696585124163421,10000.0
WFPB Nutrition and Lifestyle as Medicine Lounge,2020-12-17,2020-12-17,1602621266525431,6300.0
WGU College of Health Professions,2021-03-10,2021-03-10,WGUnursing,6300.0
WI Businesses & Covid-19: Accountability Reports,2020-12-31,2021-01-12,237080187723585,2500.0
WILD RACCOONS seen out in the daytime...and PERFECTLY HEALTHY!!,2021-01-14,2021-01-18,1775810262727995,9300.0
WOMEN IN RECOVERY,2020-12-29,2021-03-08,2511885755738058,3700.0
WOMEN SUPPORT GROUP FOR NARCISSISTIC ABUSE/RECOVERY,2021-03-06,2021-03-06,narcissiticabuserecoverysupport,6700.0
WV Citizens for Science-Based COVID Policies,2020-12-04,2020-12-21,1252129881832484,1000.0
"WWII Combat Medics, Navy Corpsman, Nurses & Hospital Staff",2020-12-31,2020-12-31,108657175863649,1500.0
Walk Your Way to Health Women's Community,2021-02-22,2021-03-24,walkingforbetterhealth,3400.0
Walking for Health,2021-03-14,2021-05-01,1480026402255363,7000.0
Warriors of the Medicine Wheel,2021-03-25,2021-03-30,1764604547119243,8200.0
Waterpik Oral Health Professional Group,2020-12-08,2020-12-08,WaterpikProfessional,3300.0
Wayside Connects (in spite of COVID-19),2021-03-20,2021-03-20,310042603302602,59.0
We Support Governor Evers and A Safer Wisconsin During COVID-19 Pandemic,2020-12-16,2020-12-31,1572070206292953,21000.0
Weber County Covid-19 Supply Share,2020-12-01,2020-12-02,2575798119322869,354.0
Weight Loss And Health For Stressed Women,2021-04-13,2021-04-13,275200020721169,502.0
Weight Loss Fighter's:Turning Unhealthy Into Healthy! Helping Across World!,2021-01-30,2021-01-31,1673760009544254,222.0
Weight Loss Surgery Support Group For Women,2021-03-09,2021-03-20,174426176456371,24000.0
Weight Loss Surgery Support Meeting,2021-03-26,2021-03-26,814846025983816,277.0
"Weight Loss: Diet, Nutrition, Exercise, Health Grow!",2021-03-23,2021-03-23,weightlosscrazy,763.0
"Weight Watchers Food Tips, Food Finds And Healthy Recipes, USA!",2021-02-02,2021-02-02,1187297734663742,96000.0
